name,platform,year_of_release,genre,publisher,developer
Front Mission 4,PS2,2003,Strategy,Square Enix,Square Enix
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,
Rayman Origins,PSV,2012,Platform,Ubisoft,UBlart Montpellier
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,Day 1 Studios
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,Ninja Theory
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,Dimps Corporation
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,Electronic Arts
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,"Omega Force, Koei Tecmo Games"
Def Jam: Fight for NY,XB,N/A,Fighting,Electronic Arts,Aki Corp.
Action Force,2600,1982,Action,CPG Products,
FIFA 99,N64,1998,Sports,Electronic Arts,
Gauntlet Legends,N64,1999,Action,Midway Games,
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,
Tony Hawk: Shred,Wii,2010,Sports,Activision,Robomodo
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,EA Sports
NBA Live 10,PS3,2009,Sports,Electronic Arts,EA Canada
Metro 2033,X360,2010,Shooter,THQ,4A Games
Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,Intelligent Systems
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,Cing
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,Racjin
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,
Bratz: Rock Angelz,GBA,2004,Misc,THQ,Altron
SSX Tricky,GC,2001,Sports,Electronic Arts,EA Sports Big
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,WXP
World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,
ESPN NBA Basketball,PS2,2003,Sports,Sega,Visual Concepts
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,Spike
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,"Ascaron Entertainment GmbH, Ascaron Entertainment"
Two Worlds II,X360,2011,Role-Playing,Unknown,Reality Pump
Over the Hedge,PS2,2006,Platform,Activision,Edge of Reality
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,Shaba Games
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,Altron
50 Classic Games,DS,2009,Misc,Destineer,Cerasus Media
Let's Draw!,DS,2008,Misc,Ubisoft,
NHL 14,X360,2013,Sports,Electronic Arts,Electronic Arts
Popeye,2600,1982,Platform,Parker Bros.,
Petz Nursery,DS,2009,Simulation,Ubisoft,Digital Kids
The Hobbit,PS2,2003,Platform,Vivendi Games,Inevitable Entertainment
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,Incognito Inc.
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,Electronic Arts
NBA Street Vol. 2,GC,N/A,Sports,Electronic Arts,Electronic Arts
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,Radical Entertainment
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,Nex Entertainment
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,Destineer
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,Namco
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,
Clock Tower,PS,1996,Adventure,ASCII Entertainment,
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,EA Canada
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,Traveller's Tales
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,Sega
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,
Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,THQ
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,Eighting
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,Neverland
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,Crystal Dynamics
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,EA Canada
007 Racing,PS,2000,Racing,Electronic Arts,Eutechnyx
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,Square Enix
Conflict: Vietnam,PS2,2004,Shooter,SCi,Pivotal Games
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,Vanillaware
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,Midway
Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,
NASCAR 09,PS2,2008,Racing,Electronic Arts,EA Tiburon
Blitz: The League,XB,2004,Sports,Midway Games,Midway
Manhunt 2,Wii,2007,Action,Take-Two Interactive,Rockstar Toronto
Just Dance 2015,XOne,2014,Misc,Ubisoft,Ubisoft
Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,TT Games
Virtual Soccer,SNES,1993,Sports,Hudson Soft,
Overwatch,PC,2016,Shooter,Activision,Blizzard Entertainment
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,
Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,Virtuos
Winning Post,SNES,1993,Sports,Tecmo Koei,
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,Ubisoft Montpellier
Burnout Revenge,XB,2005,Racing,Electronic Arts,Criterion Games
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,EA LA
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,Krome Studios
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,WXP
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,SCEA Sports Studio
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,
Excite Truck,Wii,2006,Racing,Nintendo,Monster Games Inc.
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,
Spider-Man,N64,2000,Action,Activision,
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,Konami
Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,Human Soft
X-Men Legends,GC,2004,Role-Playing,Activision,Raven Software
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,
G-Force,DS,2009,Action,Disney Interactive Studios,Keen Games
Front Mission 2,PS,1997,Strategy,SquareSoft,
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,Blizzard Entertainment
Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,Storm City Games
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,SCEA San Diego Studios
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,Yuke's
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,ValuSoft
Oni,PS2,2001,Action,Take-Two Interactive,Rockstar Toronto
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,"High Voltage Software, Ubisoft Paris"
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,Incinerator Games
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,GRIN
How to Train Your Dragon,DS,2010,Action,Activision,Griptonite Games
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,Stormfront Studios
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios
Juiced,PS2,2005,Racing,THQ,Juice Games
The Warriors,PS2,2005,Action,Take-Two Interactive,Rockstar Toronto
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,
River Raid II,2600,1988,Shooter,Activision,
Star Fox Command,DS,2006,Shooter,Nintendo,Q-Games
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,BioWare
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,
NASCAR 2000,N64,1999,Racing,Electronic Arts,
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,
Bulletstorm,PS3,2011,Shooter,Electronic Arts,"Epic Games, People Can Fly"
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,Raster
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,Camelot Software Planning
Seaman,DC,1999,Simulation,Sega,Vivarium
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,VU Games
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,Namco Bandai Games
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,Ubisoft Montreal
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,
Stuntman: Ignition,PS3,2007,Racing,THQ,Paradigm Entertainment
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,Monolith Productions
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,ChunSoft
GT Pro Series,Wii,2006,Racing,Ubisoft,MTO
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,EA Sports
The Golden Compass,PS2,2007,Action,Sega,Shiny Entertainment
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,TOSE
F1 2009,PSP,2009,Racing,Codemasters,Sumo Digital
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,Sony Bend
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,KCEJ
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,Bandai Namco Games
NBA Live 08,X360,2007,Sports,Electronic Arts,EA Canada
Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,TT Fusion
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,Namco
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions
NCAA Football 2003,XB,2002,Sports,Electronic Arts,EA Sports
We Cheer,Wii,2008,Simulation,505 Games,"Machatin, Inc."
Madden NFL 07,PS3,2006,Sports,Electronic Arts,EA Tiburon
Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,Point of View
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,TT Games
Mega Man 6,NES,1993,Platform,Capcom,
NBA Live 09,PS3,2008,Sports,Electronic Arts,EA Canada
FIFA 12,PSP,2011,Sports,Electronic Arts,
Mission: Impossible,PS,1999,Action,Infogrames,
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,EA Tiburon
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,SCEE London Studio
Rival Schools: United By Fate,PS,1998,Fighting,Capcom,
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,"City Interactive, Deck 13"
Swing Away Golf,PS2,2000,Sports,Electronic Arts,T&E Soft
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,Crystal Dynamics
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,Io Interactive
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,"Climax Group, Climax Studios"
Gun,XB,2005,Shooter,Activision,Neversoft Entertainment
That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,Artificial Mind and Movement
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,EA Chicago
The Punisher,PS2,2005,Action,THQ,Volition Inc.
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,HAL Labs
Front Mission 3,PS,1999,Strategy,SquareSoft,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,
SSX On Tour,PS2,2005,Sports,Electronic Arts,EA Canada
 Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,Nippon Ichi Software
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,Vicarious Visions
Way of the Samurai 3,PS3,2008,Action,Gamebridge,Acquire
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,Maxis
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,Neverland
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,Griptonite Games
Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,
NFL 2K3,XB,2002,Sports,Sega,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,
Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,
SimAnimals,DS,2009,Simulation,Electronic Arts,Electronic Arts
NBA Live 2002,PS,2001,Sports,Electronic Arts,EA Canada
Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,
Way of the Samurai,PS2,2002,Action,Eidos Interactive,Acquire
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,HexaDrive
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,
Kung Fu Panda,PS3,2008,Action,Activision,"Luxoflux, Inc."
Classic Word Games,DS,2009,Misc,Ubisoft,Ubisoft
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,Blitz Games Studios
Fishing Derby,2600,N/A,Sports,Activision,
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,Mass Media
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia"
International Track & Field,PS,1996,Sports,Konami Digital Entertainment,
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,Blade Interactive
Lair,PS3,2007,Action,Sony Computer Entertainment,"Factor 5, SCE/WWS"
Madden NFL 2004,GC,2003,Sports,Electronic Arts,EA Tiburon
Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,
Summoner,PS2,2000,Role-Playing,THQ,Volition Inc.
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept"
Virtual Pool,PS,1997,Sports,Interplay,
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,WBIE
Jam With the Band,DS,2008,Misc,Nintendo,
NBA Live 07,PSP,2006,Sports,Electronic Arts,EA Sports
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,Gaijin Entertainment
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,Ubisoft
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,Terminal Reality
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,Visual Concepts
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,Etranges Libellules
Ratatouille,PS3,2007,Action,THQ,Heavy Iron Studios
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,
Wrecking Crew,NES,1985,Platform,Nintendo,
Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,
NBA Live 2004,XB,2003,Sports,Electronic Arts,EA Sports
Iron Man,DS,2008,Action,Sega,Artificial Mind and Movement
Alien: Isolation,XOne,2014,Shooter,Sega,Creative Assembly
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,Konami
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,Digital Eclipse
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,8ing/Raizing
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,Namco
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,BioWare
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,Koei
NHL 07,PS2,2006,Sports,Electronic Arts,EA Sports
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,Bandai Namco Games
Dishonored,PC,2012,Action,Bethesda Softworks,
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,Spike
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,CyberConnect2
Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,
World Championship Poker,XB,2004,Misc,Crave Entertainment,Coresoft
The BIGS,PS2,2007,Sports,Take-Two Interactive,Blue Castle Games
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,Yuke's
Final Fantasy,WS,2000,Role-Playing,SquareSoft,
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,Arc System Works
NBA Ballers,XB,2004,Sports,Midway Games,Midway
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,KCET
Capcom Classics Collection,PS2,2005,Misc,Capcom,Digital Eclipse
My Word Coach,Wii,2007,Misc,Ubisoft,Ubisoft
Monopoly Party,PS2,2002,Misc,Infogrames,
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,Electronic Arts
NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,
The Saboteur,X360,2009,Action,Electronic Arts,Pandemic Studios
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,Tantalus Interactive
Sonic Riders,PS2,2006,Racing,Sega,Sonic Team
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,Warthog
Monsters vs. Aliens,DS,2009,Action,Activision,Griptonite Games
Midnight Magic,2600,1983,Action,Atari,
NHL 09,X360,2008,Sports,Electronic Arts,EA Canada
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,Rockstar Toronto
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,Yuke's
Midnight Club II,XB,2003,Racing,Take-Two Interactive,Rockstar San Diego
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,EA Redwood Shores
Ratatouille,Wii,2007,Action,THQ,Asobo Studio
Avatar: The Last Airbender,GC,2006,Adventure,THQ,AWE Games
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,
The Mummy Returns,PS2,2001,Action,Universal Interactive,Blitz Games
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,Disney Interactive Studios
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,Io Interactive
Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,Zoe Mode
Chopper Command,2600,1982,Shooter,Activision,
Lost: Via Domus,PS3,2008,Action,Ubisoft,Ubisoft Montreal
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,Radical Entertainment
Activision Anthology,PS2,2002,Misc,Activision,Contraband Entertainment
Picross DS,DS,2007,Puzzle,Nintendo,Jupiter Corporation
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,Konami
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,TOSE
Test Drive Unlimited,PSP,2007,Racing,Atari,Melbourne House
Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,EA Bright Light
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,Zipper Interactive
R.U.S.E.,PS3,2010,Strategy,Ubisoft,Eugen Systems
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,Indies Zero
Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,Eurocom Entertainment Software
Rugrats in Paris: The Movie,N64,2000,Action,THQ,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,LucasArts
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,Quest
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,
Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,
Sega Bass Fishing,Wii,2008,Sports,Sega,Cavia Inc.
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,Team Ninja
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,Kuusou Kagaku
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,Visual Concepts
Rooms: The Main Building,DS,2010,Adventure,Nintendo,HandMade Game
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,Konami
Burnout Revenge,X360,2006,Racing,Electronic Arts,Criterion Games
Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,THQ
Madden NFL 13,Wii,2012,Sports,Electronic Arts,EA Tiburon
Madden NFL 11,PS2,2010,Sports,Electronic Arts,EA Tiburon
Monster Hunter,PS2,2004,Role-Playing,Capcom,Capcom
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,EA Canada
Tony Hawk's Underground 2,GC,2004,Sports,Activision,Neversoft Entertainment
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,Rainbow Studios
Super Famista 5,SNES,1996,Sports,Namco Bandai Games,
Shrek SuperSlam,PS2,2005,Action,Activision,Shaba Games
Rayman Advance,GBA,2001,Platform,Ubisoft,Digital Eclipse
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,
Wet,X360,N/A,Shooter,Bethesda Softworks,Artificial Mind and Movement
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,Crystal Dynamics
Fantastic 4,PS2,2005,Action,Activision,7 Studios
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,Melbourne House
RealSports Tennis,2600,1982,Sports,Atari,
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,Blue Tongue
Raiders of the Lost Ark,2600,1981,Action,Atari,
Gauntlet,2600,1982,Action,Answer Software,
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,Spicy Horse
Madden NFL 07,Wii,2006,Sports,Electronic Arts,EA Canada
