name,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating
San Francisco Rush: Extreme Racing,0.21,0.15,0.0,0.03,0.38,,,,,
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,0.0,0.0,0.36,0.03,0.38,,,,,
Farming Simulator 2013,0.22,0.13,0.0,0.04,0.38,33,12,6.2,30,E
ESPN College Hoops 2K5,0.29,0.08,0.0,0.01,0.38,86,18,8.3,11,E
Looney Tunes: Acme Arsenal,0.19,0.15,0.0,0.05,0.38,38,10,3.9,7,E10+
SD Gundam G Generation Spirits,0.0,0.0,0.38,0.0,0.38,,,,,
Dance Party: Pop Hits,0.0,0.36,0.0,0.02,0.38,,,,,
Marvel: Ultimate Alliance,0.33,0.02,0.0,0.03,0.38,78,35,7.6,49,T
The Cat in the Hat,0.27,0.1,0.0,0.01,0.38,,,,,
Diner Dash: Sizzle & Serve,0.33,0.02,0.0,0.03,0.38,,,,,
Shin Megami Tensei: Devil Survivor Overclocked,0.28,0.01,0.06,0.03,0.38,78,27,8.2,97,T
NFL GameDay 2002,0.19,0.15,0.0,0.05,0.38,51,18,4.6,5,E
Naruto: Clash of Ninja Revolution 2,0.34,0.02,0.0,0.03,0.38,72,20,8.4,16,T
Turok: Evolution,0.3,0.08,0.0,0.01,0.38,70,19,7,21,M
NCAA Football 08,0.35,0.0,0.0,0.03,0.38,77,13,7.9,28,E
Jam Sessions: Sing and Play Guitar (US sales),0.38,0.0,0.0,0.0,0.38,,,,,
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,0.0,0.0,0.38,0.0,0.38,,,,,
Ice Age,0.27,0.1,0.0,0.01,0.38,47,11,tbd,,E
Sega Superstars Tennis,0.1,0.0,0.0,0.28,0.38,70,9,8.3,4,E10+
Headhunter,0.19,0.15,0.0,0.05,0.38,74,24,7.8,19,M
FIFA 14,0.0,0.36,0.0,0.02,0.38,,,4.3,19,E
Yoshi Touch & Go,0.34,0.02,0.0,0.03,0.38,,,,,
Viking: Battle for Asgard,0.14,0.17,0.0,0.07,0.38,65,38,7.4,32,M
Rock Band 4,0.26,0.05,0.0,0.07,0.38,78,51,6.3,87,T
Shin Megami Tensei: Devil Summoner,0.0,0.0,0.38,0.0,0.38,,,,,
Junior Classic Games,0.26,0.09,0.0,0.03,0.38,,,tbd,,E
Marvel Nemesis: Rise of the Imperfects,0.3,0.08,0.0,0.01,0.38,54,19,5.7,24,T
ESPN Extreme Games,0.11,0.08,0.17,0.03,0.38,,,,,
Brunswick Pro Bowling,0.35,0.01,0.0,0.03,0.38,52,11,5.4,23,E
Ninja: Shadow of Darkness,0.21,0.14,0.0,0.02,0.38,,,,,
Wolfenstein: The New Order,0.18,0.17,0.0,0.03,0.38,,,7.4,98,M
SD Gundam G Generation-F,0.0,0.0,0.36,0.02,0.38,,,,,
Bratz: Rock Angelz,0.19,0.15,0.0,0.05,0.38,60,7,5.1,7,E
FlatOut,0.19,0.15,0.0,0.05,0.38,70,30,8.5,16,T
Phoenix Wright: Ace Attorney - Dual Destinies,0.0,0.0,0.38,0.0,0.38,,,,,
Battlefield 1,0.11,0.24,0.0,0.03,0.38,88,54,7.6,1137,M
SSX 3,0.29,0.08,0.0,0.01,0.38,92,27,8.7,45,E
Metal Gear Solid: Snake Eater 3D,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,M
Raving Rabbids: Travel in Time 3D,0.11,0.23,0.0,0.04,0.38,,,,,
NCAA Football 11,0.19,0.15,0.0,0.05,0.38,,,tbd,,E
Lilo & Stitch 2: Hämsterviel Havoc,0.27,0.1,0.0,0.01,0.38,,,,,
LocoRoco,0.14,0.04,0.16,0.03,0.38,83,67,8.7,89,E
Risk: Global Domination,0.19,0.15,0.0,0.05,0.38,60,9,8.8,25,T
Deus Ex: Mankind Divided,0.11,0.21,0.0,0.06,0.38,84,59,7.6,511,M
Mobile Suit Gundam version 2.0,0.0,0.0,0.36,0.02,0.38,,,,,
FIFA 17,0.07,0.28,0.0,0.03,0.38,,,1.7,23,E
Grandia Xtreme,0.07,0.05,0.25,0.02,0.38,68,16,6.5,15,T
Tamagotchi Connection: Corner Shop 3,0.06,0.0,0.31,0.01,0.38,57,4,tbd,,E
Silent Scope,0.19,0.15,0.0,0.05,0.38,63,23,tbd,,M
Final Fantasy Adventure,0.0,0.0,0.38,0.0,0.38,,,,,
Dora The Explorer: Dora Saves the Snow Princess,0.19,0.15,0.0,0.05,0.38,,,tbd,,E
The Incredible Hulk,0.32,0.01,0.0,0.05,0.38,50,4,6,5,T
Mercenaries 2: World in Flames,0.21,0.0,0.0,0.17,0.38,49,10,7.4,31,T
Saints Row: The Third,0.16,0.16,0.0,0.06,0.38,84,22,8.1,1263,M
Ghost Trick: Phantom Detective,0.17,0.07,0.12,0.02,0.38,83,60,9,127,T
Tokimeki Memorial: Forever with You,0.0,0.0,0.38,0.0,0.38,,,,,
MediEvil II,0.21,0.14,0.0,0.02,0.38,,,,,
Hunter: The Reckoning,0.28,0.08,0.0,0.01,0.38,79,28,8.9,20,M
MX vs. ATV Untamed,0.32,0.01,0.0,0.05,0.38,53,13,8.2,5,E
Rogue Trip: Vacation 2012,0.21,0.14,0.0,0.02,0.38,,,,,
Phantasy Star Ø,0.16,0.0,0.2,0.01,0.38,,,,,
Dawn of Discovery,0.0,0.32,0.0,0.06,0.38,82,32,8.8,132,T
Dai-4-Ji Super Robot Taisen,0.0,0.0,0.38,0.0,0.38,,,,,
Tales of Hearts,0.11,0.11,0.09,0.07,0.38,,,,,
Get Fit with Mel B,0.15,0.16,0.0,0.07,0.38,73,4,5.8,4,E
Ice Age: Dawn of the Dinosaurs,0.2,0.15,0.0,0.04,0.38,54,4,tbd,,E
Pokemon Channel,0.24,0.06,0.07,0.01,0.38,55,21,6,22,E
Taiko no Tatsujin Portable DX,0.0,0.0,0.38,0.0,0.38,,,,,
Etrian Odyssey IV: Legends of the Titans,0.12,0.05,0.2,0.01,0.38,,,,,
Sesame Street: Elmo's A-to-Zoo Adventure,0.35,0.0,0.0,0.02,0.38,,,tbd,,EC
Iron Man 2,0.18,0.12,0.0,0.07,0.38,49,8,tbd,,T
Moto Racer World Tour,0.21,0.14,0.0,0.02,0.38,,,,,
Virtua Tennis 2009,0.09,0.22,0.0,0.06,0.38,70,34,6.3,21,E
The Dog Island,0.34,0.01,0.0,0.03,0.38,70,4,8.1,12,E
NCAA Final Four 2000,0.21,0.14,0.0,0.02,0.38,,,,,
Madagascar: Escape 2 Africa,0.12,0.0,0.0,0.26,0.38,56,4,5.8,6,E
Hangman,0.35,0.02,0.0,0.0,0.38,,,,,
Need for Speed: Nitro,0.21,0.13,0.0,0.04,0.38,70,7,6.3,7,E10+
Naruto Shippuden: Ultimate Ninja Heroes 3,0.13,0.04,0.19,0.03,0.38,61,22,6.6,19,T
Tiger Woods PGA Tour 08,0.14,0.15,0.0,0.09,0.38,72,8,tbd,,E
Cabela's Dangerous Hunts 2009,0.35,0.0,0.0,0.03,0.38,,,4.5,6,T
Petz Rescue: Wildlife Vet,0.35,0.0,0.0,0.03,0.38,,,tbd,,E
Dancing with the Stars: We Dance!,0.35,0.0,0.0,0.03,0.38,,,,,
Age of Empires III,0.0,0.33,0.0,0.05,0.38,81,52,7.7,519,T
Madden NFL 11,0.35,0.0,0.0,0.03,0.38,,,tbd,,E
Gravitar,0.35,0.02,0.0,0.0,0.38,,,,,
EyeToy Play 2,0.18,0.14,0.0,0.05,0.38,78,30,7,9,E10+
Mobile Suit Gundam: Extreme VS Full Boost,0.0,0.0,0.38,0.0,0.38,,,,,
Dance Dance Revolution Ultramix 3,0.28,0.08,0.0,0.01,0.38,75,16,8.6,8,E10+
LEGO Marvel Super Heroes,0.22,0.13,0.0,0.03,0.38,,,4.8,5,E10+
WWE SmackDown vs. Raw 2011,0.24,0.07,0.0,0.07,0.38,,,7.8,12,T
Pro Evolution Soccer 2011 3D,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,E
Just Dance 2014,0.17,0.14,0.0,0.06,0.38,77,6,7.1,25,E10+
Wii Sports Club,0.17,0.14,0.04,0.03,0.38,68,21,7,106,E10+
Harry Potter and the Prisoner of Azkaban,0.29,0.08,0.0,0.01,0.38,67,22,7.3,8,E
Paws & Claws: Pampered Pets,0.35,0.0,0.0,0.03,0.38,,,,,
Puppy Palace,0.35,0.0,0.0,0.03,0.38,,,tbd,,E
Peppa Pig: The Game,0.0,0.34,0.0,0.03,0.37,,,,,
Skylanders Giants,0.22,0.12,0.0,0.03,0.37,80,8,6.9,22,E10+
GRID 2,0.07,0.22,0.01,0.08,0.37,82,20,6.6,173,E
Solaris,0.35,0.02,0.0,0.0,0.37,,,,,
Resident Evil Zero,0.1,0.17,0.05,0.05,0.37,,,,,
Super Dragon Ball Z,0.09,0.07,0.19,0.02,0.37,72,31,5.8,21,T
Scooby-Doo! and the Spooky Swamp,0.25,0.09,0.0,0.03,0.37,,,,,
Petz Rescue: Ocean Patrol,0.35,0.0,0.0,0.03,0.37,,,tbd,,E
The Golden Compass,0.11,0.16,0.0,0.1,0.37,28,4,4.1,7,E10+
Tobal 2,0.0,0.0,0.35,0.02,0.37,,,,,
Farming Simulator 2015,0.11,0.2,0.0,0.06,0.37,,,,,
NBA 2K10,0.34,0.0,0.0,0.03,0.37,,,8.6,11,E
Persona 5,0.0,0.0,0.37,0.0,0.37,,,,,
Disney Sing It,0.28,0.06,0.0,0.04,0.37,54,11,3.5,6,E
Tiger Woods PGA Tour 09,0.16,0.0,0.0,0.21,0.37,,,4.3,11,E
Ultimate Spider-Man,0.29,0.07,0.0,0.01,0.37,76,36,7.2,21,T
NBA Inside Drive 2002,0.28,0.08,0.0,0.01,0.37,76,26,tbd,,E
Major League Baseball 2K6,0.34,0.0,0.0,0.03,0.37,66,22,3.9,37,E
Imagine: Party Babyz,0.33,0.02,0.0,0.03,0.37,,,6.1,18,E
LEGO Star Wars III: The Clone Wars,0.14,0.15,0.0,0.08,0.37,63,4,tbd,,E10+
NBA 2K7,0.3,0.04,0.0,0.03,0.37,80,20,7.4,8,E
Kileak: The DNA Imperative,0.08,0.06,0.21,0.02,0.37,,,,,
Petz: Catz 2,0.18,0.14,0.0,0.05,0.37,,,tbd,,E
Just Dance 4,0.21,0.13,0.0,0.03,0.37,66,14,7.8,37,E10+
Phantasy Star Portable 2: Infinity,0.0,0.0,0.37,0.0,0.37,,,,,
"Monsters, Inc. Scream Arena",0.29,0.07,0.0,0.01,0.37,39,7,4.7,14,E
Reel Fishing III,0.18,0.14,0.0,0.05,0.37,,,7.8,19,E
Cabela's Deer Hunt 2005 Season,0.18,0.14,0.0,0.05,0.37,,,8.7,15,T
Monster Jam: Path of Destruction,0.34,0.0,0.0,0.03,0.37,,,tbd,,E
Need for Speed: Hot Pursuit,0.12,0.2,0.0,0.05,0.37,86,14,6.7,556,E10+
Rampage: Total Destruction,0.18,0.14,0.0,0.05,0.37,51,34,7,15,E10+
High Heat Major League Baseball 2003,0.18,0.14,0.0,0.05,0.37,84,23,7.9,7,E
Trivial Pursuit,0.12,0.21,0.0,0.04,0.37,66,19,6.4,9,E
Super Formation Soccer 94,0.0,0.0,0.37,0.0,0.37,,,,,
Kingdom Under Fire: Circle of Doom,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49,M
Panzer Dragoon,0.0,0.0,0.37,0.0,0.37,,,,,
Spider-Man: Friend or Foe,0.31,0.01,0.0,0.05,0.37,62,15,8.3,19,E10+
Yarudora Series Vol.1: Double Cast,0.0,0.0,0.35,0.02,0.37,,,,,
Rec Room Games,0.35,0.0,0.0,0.03,0.37,,,tbd,,E
EA Sports MMA,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,T
Guitar Hero On Tour: Modern Hits,0.13,0.2,0.0,0.04,0.37,70,30,6.3,7,E10+
Quake 4,0.32,0.02,0.0,0.03,0.37,75,52,6.7,80,M
Tiger Woods PGA Tour 14,0.16,0.14,0.0,0.07,0.37,74,28,3.8,26,E
Skate,0.29,0.04,0.0,0.03,0.37,85,31,8.2,57,T
Cabela's Big Game Hunter 2012,0.33,0.02,0.0,0.02,0.37,,,tbd,,T
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,0.0,0.0,0.32,0.05,0.37,,,,,
Turok: Rage Wars,0.3,0.06,0.0,0.0,0.37,,,,,
Scooby-Doo! Classic Creep Capers,0.3,0.06,0.0,0.0,0.37,,,,,
Rage,0.14,0.18,0.0,0.06,0.37,79,32,5.2,1618,M
Dragonfire,0.35,0.02,0.0,0.0,0.37,,,,,
Custom Robo,0.29,0.07,0.0,0.01,0.37,65,31,8.1,27,T
Prince of Persia: The Forgotten Sands,0.09,0.18,0.01,0.1,0.37,65,10,7.4,14,T
BioShock The Collection,0.1,0.19,0.02,0.06,0.37,84,39,8.5,210,M
Theatrhythm Final Fantasy: Curtain Call,0.13,0.08,0.15,0.02,0.37,83,52,8.2,66,T
DiRT 2,0.1,0.22,0.0,0.04,0.37,51,10,5.5,22,E10+
Pac-Man World 2,0.28,0.07,0.0,0.01,0.37,74,18,8.3,19,E
Kotoba no Puzzle: Mojipittan DS,0.0,0.0,0.37,0.0,0.37,,,,,
Tomb Raider: Legend,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84,T
Rocket League,0.03,0.28,0.0,0.05,0.37,85,50,8.7,1290,E
The BIGS,0.34,0.0,0.0,0.03,0.37,66,15,7.1,14,E
Barbie Horse Adventures: Blue Ribbon Race,0.26,0.1,0.0,0.01,0.37,,,,,
Destiny: The Taken King,0.17,0.11,0.02,0.06,0.37,,,5.5,81,T
Skylanders: SuperChargers,0.16,0.15,0.0,0.06,0.37,,,4.2,6,E10+
The Legend of Spyro: A New Beginning,0.33,0.01,0.0,0.03,0.37,68,10,6.8,8,E
Imagine: Salon Stylist,0.23,0.1,0.0,0.03,0.37,,,tbd,,E
Juiced 2: Hot Import Nights,0.06,0.2,0.0,0.11,0.37,73,6,7.8,11,T
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,0.0,0.0,0.36,0.01,0.37,,,,,
Dungeon Siege III,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,T
Hell's Kitchen: The Game,0.34,0.0,0.0,0.03,0.37,,,,,
DiRT Rally,0.04,0.27,0.0,0.05,0.37,85,46,8.1,196,E
NFL Street 2 Unleashed,0.34,0.0,0.0,0.03,0.37,73,23,7.4,14,E
Super Robot Taisen EX,0.0,0.0,0.37,0.0,0.37,,,,,
FIFA Street 2,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42,E
Virtua Tennis 2009,0.12,0.21,0.0,0.04,0.37,73,33,7.7,21,E
Overlord: Dark Legend,0.11,0.22,0.0,0.04,0.37,68,30,7.9,15,T
Bottom of the 9th,0.37,0.0,0.0,0.0,0.37,,,,,
The Legend of Spyro: The Eternal Night,0.32,0.02,0.0,0.03,0.37,56,4,2.7,6,E
Shin Megami Tensei II,0.0,0.0,0.37,0.0,0.37,,,,,
Harry Potter and the Order of the Phoenix,0.1,0.17,0.0,0.1,0.37,52,11,7.6,20,E10+
Wanted: Weapons of Fate,0.17,0.15,0.0,0.04,0.37,62,61,7.5,26,M
Xenosaga Episode III: Also sprach Zarathustra,0.09,0.07,0.18,0.02,0.37,81,34,9,59,T
Skylanders: Trap Team,0.26,0.07,0.0,0.04,0.37,,,,,
Rune Factory: Frontier,0.16,0.13,0.04,0.03,0.37,79,34,8.5,39,E10+
Virtua Fighter 3tb,0.0,0.0,0.37,0.0,0.37,,,,,
Medieval II: Total War Gold Edition,0.0,0.34,0.0,0.03,0.37,,,8,9,T
Mini Ninjas,0.16,0.16,0.0,0.04,0.37,79,9,8.3,12,E10+
Naruto Shippuden: Ninja Destiny 2,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,T
Mini-Yonku GB: Let's & Go!!,0.0,0.0,0.37,0.0,0.37,,,,,
Scribblenauts: Unlimited,0.25,0.09,0.0,0.03,0.37,73,42,7.4,109,E10+
The House of the Dead: Overkill - Extended Cut,0.15,0.16,0.0,0.06,0.37,,,,,
Marvel: Ultimate Alliance,0.33,0.0,0.0,0.03,0.37,81,19,7.5,14,T
The Sims 2: Castaway,0.3,0.01,0.0,0.05,0.37,71,17,8,15,T
NCAA Football 07,0.34,0.0,0.0,0.03,0.37,75,16,7.9,11,E
Batman: Arkham City,0.16,0.18,0.0,0.03,0.36,,,,,
NBA Live 2003,0.31,0.04,0.0,0.01,0.36,82,17,8.8,6,E
Fragile Dreams: Farewell Ruins of the Moon,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63,T
GoldenEye: Rogue Agent,0.28,0.07,0.0,0.01,0.36,60,35,6.7,14,T
Need for Speed: The Run,0.09,0.21,0.0,0.07,0.36,69,18,5.8,338,T
Zero4 Champ RR,0.0,0.0,0.36,0.0,0.36,,,,,
Dragon Ball Z: Infinite World,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,T
Elite Beat Agents,0.3,0.03,0.0,0.03,0.36,87,51,8.6,105,E10+
Nonomura Byoin no Hitobito,0.0,0.0,0.36,0.0,0.36,,,,,
ESPN X Games Skateboarding,0.18,0.14,0.0,0.05,0.36,58,15,7.8,14,E
Sid Meier's Civilization: Beyond Earth,0.11,0.22,0.0,0.03,0.36,81,78,5.5,1027,E10+
NHL 15,0.21,0.09,0.0,0.06,0.36,,,1.6,45,E10+
Castlevania: Order of Ecclesia,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111,T
Build-A-Bear Workshop: A Friend Fur All Seasons,0.33,0.0,0.0,0.03,0.36,,,tbd,,E
Dreamworks Madagascar Kartz,0.25,0.08,0.0,0.03,0.36,,,tbd,,E
Left 4 Dead 2,0.0,0.32,0.0,0.04,0.36,89,55,8.5,2530,M
Green Day: Rock Band,0.22,0.11,0.0,0.03,0.36,76,12,8.8,11,T
"999: Nine Hours, Nine Persons, Nine Doors",0.31,0.0,0.03,0.02,0.36,,,,,
Super Fire ProWrestling Special,0.0,0.0,0.36,0.0,0.36,,,,,
Star Fox: Zero,0.17,0.1,0.07,0.03,0.36,69,82,7.4,662,E10+
SAW,0.13,0.17,0.0,0.06,0.36,59,41,6.4,28,M
Yuu Yuu Hakusho,0.0,0.0,0.36,0.0,0.36,,,,,
Tom Clancy's HAWX 2,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,T
Kamaitachi no Yoru 2,0.0,0.0,0.36,0.0,0.36,,,,,
High Heat Major League Baseball 2004,0.18,0.14,0.0,0.05,0.36,83,17,8.1,12,E
Robots,0.18,0.14,0.0,0.05,0.36,53,6,6,8,E
NARC,0.18,0.14,0.0,0.05,0.36,50,24,7,21,M
One Piece: Gigant Battle!,0.0,0.0,0.36,0.0,0.36,,,,,
Dragon Ball Z: Attack of the Saiyans,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,E10+
My Horse & Me,0.33,0.0,0.0,0.03,0.36,,,,,
Bionic Commando,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,M
Monster Rancher 3,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,E
The Incredibles: Rise of the Underminer,0.18,0.14,0.0,0.05,0.36,60,12,7.1,8,E10+
Sword Art Online: Lost Song,0.06,0.04,0.23,0.03,0.36,70,4,7.1,27,T
MechWarrior 2: 31st Century Combat,0.2,0.14,0.0,0.02,0.36,,,,,
Zoo Tycoon (2013),0.18,0.15,0.0,0.03,0.36,,,,,
Hamtaro: Ham-Ham Heartbreak,0.26,0.1,0.0,0.01,0.36,72,7,9.3,18,E
Okage: Shadow King,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,T
Mobile Suit Z-Gundam,0.0,0.0,0.34,0.02,0.36,,,,,
Cubix Robots for Everyone: Clash 'n' Bash,0.26,0.1,0.0,0.01,0.36,,,,,
BlazBlue: Calamity Trigger,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70,T
Kirby's Dream Land 3,0.0,0.0,0.36,0.0,0.36,,,,,
Big Bass World Championship,0.2,0.14,0.0,0.02,0.36,,,,,
NFL GameDay 2001,0.18,0.14,0.0,0.05,0.36,51,16,tbd,,E
NBA 2K6,0.27,0.08,0.0,0.01,0.36,84,27,8.7,15,E
Saban's Power Rangers: Lightspeed Rescue,0.29,0.06,0.0,0.0,0.36,,,,,
Tetrisphere,0.29,0.06,0.0,0.0,0.36,,,,,
Jurassic Park,0.25,0.1,0.0,0.01,0.36,,,,,
Mystical Ninja starring Goemon,0.07,0.02,0.23,0.04,0.36,,,,,
Marvel Super Hero Squad,0.3,0.03,0.0,0.03,0.36,49,16,6.2,14,E10+
The Chronicles of Narnia: Prince Caspian,0.31,0.02,0.0,0.03,0.36,63,5,7.1,12,T
World's Scariest Police Chases,0.2,0.14,0.0,0.02,0.36,54,16,6.3,4,T
Shaun Palmer's Pro Snowboarder,0.26,0.1,0.0,0.01,0.36,58,7,tbd,,E
North American Hunting Extravaganza,0.33,0.0,0.0,0.03,0.36,,,tbd,,T
ZhuZhu Pets: Featuring The Wild Bunch,0.3,0.03,0.0,0.03,0.36,,,tbd,,E
MechAssault 2: Lone Wolf,0.27,0.08,0.0,0.01,0.36,81,66,7.5,23,T
Valkyrie Profile: Lenneth,0.17,0.01,0.16,0.02,0.36,80,39,8.4,57,T
Hamster Club 3,0.0,0.0,0.35,0.01,0.36,,,,,
Breath of Fire II,0.0,0.0,0.36,0.0,0.36,,,,,
LEGO Racers,0.2,0.14,0.0,0.02,0.36,,,,,
Just Dance 2016,0.17,0.13,0.0,0.06,0.36,73,10,6.8,20,E10+
ESPN NFL Football,0.27,0.08,0.0,0.01,0.36,91,25,8.9,45,E
Naruto: Ultimate Ninja 3 (JP sales),0.0,0.0,0.36,0.0,0.36,,,,,
Rapala Pro Fishing,0.18,0.14,0.0,0.05,0.36,59,6,8.7,32,E
ATV/Monster Truck Mayhem,0.33,0.0,0.0,0.02,0.36,,,,,
J-League Pro Soccer Club o Tsukurou '04,0.0,0.0,0.36,0.0,0.36,,,,,
Spider-Man: Shattered Dimensions,0.24,0.08,0.0,0.03,0.36,76,68,7.6,96,T
Dai-2-Ji Super Robot Taisen Z Saisei-hen,0.0,0.0,0.36,0.0,0.36,,,,,
TMNT,0.3,0.03,0.0,0.03,0.36,60,17,5.9,11,E10+
Fossil Fighters: Frontier,0.08,0.04,0.23,0.01,0.36,57,25,4.8,19,E10+
Disney's The Haunted Mansion,0.18,0.14,0.0,0.05,0.36,,,,,
Arc the Lad: Twilight of the Spirits,0.18,0.14,0.0,0.05,0.36,72,39,8.2,33,T
Dance Dance Revolution 3rdMix,0.0,0.0,0.33,0.02,0.36,,,,,
Ryu Ga Gotoku Kenzan!,0.0,0.0,0.36,0.0,0.36,,,,,
Super Robot Taisen A,0.0,0.0,0.35,0.01,0.36,,,,,
Watch Dogs 2,0.17,0.16,0.0,0.03,0.36,83,9,7.7,131,M
Tiger Woods PGA Tour 09,0.07,0.18,0.0,0.1,0.36,53,4,5.5,6,E
Boxer's Road,0.0,0.0,0.33,0.02,0.36,,,,,
Frogs And Flies,0.33,0.02,0.0,0.0,0.36,,,,,
Harry Potter and the Chamber of Secrets,0.27,0.08,0.0,0.01,0.36,77,13,7.2,12,E
Toriko: Gourmet Survival!,0.0,0.0,0.36,0.0,0.36,,,,,
South Park Rally,0.2,0.13,0.0,0.02,0.36,,,,,
Driver 2 Advance,0.25,0.09,0.0,0.01,0.34,73,9,6.6,14,T
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,0.0,0.0,0.36,0.0,0.36,,,,,
Arctic Thunder,0.17,0.14,0.0,0.05,0.36,45,23,5.3,10,T
NHL 2K10,0.17,0.14,0.0,0.05,0.36,,,8.5,4,E10+
J-League Pro Soccer Club o Tsukurou!,0.0,0.0,0.36,0.0,0.36,,,,,
ESPN: Sports Connection,0.2,0.12,0.0,0.03,0.36,31,13,2.7,18,E
Digging for Dinosaurs,0.33,0.0,0.0,0.02,0.36,,,tbd,,E
Formula 1 Championship Edition,0.06,0.04,0.23,0.02,0.36,,,,,
Shrek,0.25,0.1,0.0,0.01,0.36,49,19,5.4,9,T
Dragon's Crown,0.14,0.05,0.12,0.05,0.35,78,15,8.4,198,T
Thief (2014),0.1,0.17,0.02,0.05,0.35,,,,,
Blasto,0.2,0.13,0.0,0.02,0.35,,,,,
Wipeout 2048,0.13,0.17,0.0,0.05,0.35,79,63,8.2,191,E10+
Wonder Pets! Save the Animals!,0.33,0.0,0.0,0.02,0.35,,,,,
Backyard Baseball 2006,0.25,0.09,0.0,0.01,0.35,,,,,
Cabela's Outdoor Adventures (2006),0.17,0.14,0.0,0.05,0.35,,,8.9,17,T
Trauma Center: Under the Knife,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45,T
Press Your Luck 2010 Edition,0.33,0.0,0.0,0.03,0.35,,,tbd,,E
Nicktoons: Unite!,0.27,0.07,0.0,0.01,0.35,,,,,
Farming Simulator 2015,0.1,0.2,0.0,0.06,0.35,,,,,
Earth Defense Force 2025,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,M
Middle-Earth: Shadow of Mordor,0.12,0.2,0.0,0.03,0.35,84,17,8,1671,M
Suikoden V,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,T
Picross 2,0.0,0.0,0.35,0.0,0.35,,,,,
SOCOM: Tactical Strike,0.32,0.01,0.0,0.03,0.35,,,,,
Farming Simulator 2015,0.22,0.11,0.0,0.03,0.35,,,,,
Tiger Woods PGA Tour 14,0.21,0.12,0.0,0.03,0.35,77,28,6.2,26,E
Sentouchu: Densetsu no Shinobi to Survival Battle!,0.0,0.0,0.35,0.0,0.35,,,,,
U-Sing,0.0,0.32,0.0,0.03,0.35,,,,,
Outlaw Golf 2,0.17,0.14,0.0,0.05,0.35,63,20,tbd,,M
Momotarou Dentetsu 12,0.0,0.0,0.35,0.0,0.35,,,,,
LocoRoco 2,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,E
Football Manager Handheld 2010,0.0,0.26,0.0,0.09,0.35,69,10,6.9,7,E
Disney's Tarzan: Return to the Jungle,0.25,0.09,0.0,0.01,0.35,68,8,tbd,,E
Batman: Rise of Sin Tzu,0.17,0.13,0.0,0.05,0.35,63,21,8.3,14,T
Cabela's Dangerous Hunts,0.26,0.08,0.0,0.01,0.35,,,9.1,22,T
AMF Bowling World Lanes,0.33,0.0,0.0,0.03,0.35,,,1.1,10,E
Kinectimals: Now with Bears!,0.27,0.06,0.0,0.03,0.35,,,,,
G-Force,0.24,0.06,0.0,0.05,0.35,,,8.8,4,E10+
Worms: Open Warfare 2,0.07,0.24,0.0,0.04,0.35,81,25,9.1,22,E10+
Jikkyou Powerful Pro Yakyuu 13,0.0,0.0,0.35,0.0,0.35,,,,,
Dark Void,0.18,0.12,0.0,0.05,0.35,59,50,6,36,T
Guitar Hero: Smash Hits,0.2,0.11,0.0,0.05,0.35,73,34,7.2,9,T
Mega Man X3,0.04,0.01,0.3,0.0,0.35,,,,,
Stunt Race FX,0.0,0.0,0.35,0.0,0.35,,,,,
NHL 2K10,0.32,0.01,0.0,0.03,0.35,79,8,6.8,16,E10+
Bloody Roar 3,0.15,0.11,0.05,0.04,0.35,71,20,8.6,34,T
WWE Crush Hour,0.17,0.13,0.0,0.04,0.35,56,13,5.3,8,T
Persona 2: Eternal Punishment,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,T
Homefront: The Revolution,0.06,0.21,0.03,0.05,0.35,48,43,3.8,212,M
Assassin's Creed III,0.19,0.13,0.0,0.03,0.35,85,26,7.1,216,M
One Piece: Burning Blood,0.11,0.13,0.07,0.05,0.35,66,45,7.8,49,T
